№	Code	Browser	Sample	Sample Fallback	CLDR Short Name
1314	U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FD	👩🏼‍❤️‍💋‍👩🏽	👩🏼‍❤️‍💋‍👩🏽	👩🏼 ❤ 💋 👩🏽	kiss: woman, woman, medium-light skin tone, medium skin tone
1315	U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FE	👩🏼‍❤️‍💋‍👩🏾	👩🏼‍❤️‍💋‍👩🏾	👩🏼 ❤ 💋 👩🏾	kiss: woman, woman, medium-light skin tone, medium-dark skin tone
1316	U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FF	👩🏼‍❤️‍💋‍👩🏿	👩🏼‍❤️‍💋‍👩🏿	👩🏼 ❤ 💋 👩🏿	kiss: woman, woman, medium-light skin tone, dark skin tone
1317	U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FB	👩🏽‍❤️‍💋‍👩🏻	👩🏽‍❤️‍💋‍👩🏻	👩🏽 ❤ 💋 👩🏻	kiss: woman, woman, medium skin tone, light skin tone
1318	U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FC	👩🏽‍❤️‍💋‍👩🏼	👩🏽‍❤️‍💋‍👩🏼	👩🏽 ❤ 💋 👩🏼	kiss: woman, woman, medium skin tone, medium-light skin tone
1319	U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FD	👩🏽‍❤️‍💋‍👩🏽	👩🏽‍❤️‍💋‍👩🏽	👩🏽 ❤ 💋 👩🏽	kiss: woman, woman, medium skin tone
1320	U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FE	👩🏽‍❤️‍💋‍👩🏾	👩🏽‍❤️‍💋‍👩🏾	👩🏽 ❤ 💋 👩🏾	kiss: woman, woman, medium skin tone, medium-dark skin tone
1321	U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FF	👩🏽‍❤️‍💋‍👩🏿	👩🏽‍❤️‍💋‍👩🏿	👩🏽 ❤ 💋 👩🏿	kiss: woman, woman, medium skin tone, dark skin tone
1322	U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FB	👩🏾‍❤️‍💋‍👩🏻	👩🏾‍❤️‍💋‍👩🏻	👩🏾 ❤ 💋 👩🏻	kiss: woman, woman, medium-dark skin tone, light skin tone
1323	U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FC	👩🏾‍❤️‍💋‍👩🏼	👩🏾‍❤️‍💋‍👩🏼	👩🏾 ❤ 💋 👩🏼	kiss: woman, woman, medium-dark skin tone, medium-light skin tone
1324	U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FD	👩🏾‍❤️‍💋‍👩🏽	👩🏾‍❤️‍💋‍👩🏽	👩🏾 ❤ 💋 👩🏽	kiss: woman, woman, medium-dark skin tone, medium skin tone
1325	U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FE	👩🏾‍❤️‍💋‍👩🏾	👩🏾‍❤️‍💋‍👩🏾	👩🏾 ❤ 💋 👩🏾	kiss: woman, woman, medium-dark skin tone
1326	U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FF	👩🏾‍❤️‍💋‍👩🏿	👩🏾‍❤️‍💋‍👩🏿	👩🏾 ❤ 💋 👩🏿	kiss: woman, woman, medium-dark skin tone, dark skin tone
1327	U+1F469 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FB	👩🏿‍❤️‍💋‍👩🏻	👩🏿‍❤️‍💋‍👩🏻	👩🏿 ❤ 💋 👩🏻	kiss: woman, woman, dark skin tone, light skin tone
1328	U+1F469 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FC	👩🏿‍❤️‍💋‍👩🏼	👩🏿‍❤️‍💋‍👩🏼	👩🏿 ❤ 💋 👩🏼	kiss: woman, woman, dark skin tone, medium-light skin tone
1329	U+1F469 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FD	👩🏿‍❤️‍💋‍👩🏽	👩🏿‍❤️‍💋‍👩🏽	👩🏿 ❤ 💋 👩🏽	kiss: woman, woman, dark skin tone, medium skin tone
1330	U+1F469 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FE	👩🏿‍❤️‍💋‍👩🏾	👩🏿‍❤️‍💋‍👩🏾	👩🏿 ❤ 💋 👩🏾	kiss: woman, woman, dark skin tone, medium-dark skin tone
1331	U+1F469 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FF	👩🏿‍❤️‍💋‍👩🏿	👩🏿‍❤️‍💋‍👩🏿	👩🏿 ❤ 💋 👩🏿	kiss: woman, woman, dark skin tone
1332	U+1F491	💑	💑	💑	couple with heart
1333	U+1F9D1 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FC	🧑🏻‍❤️‍🧑🏼	🧑🏻‍❤️‍🧑🏼	🧑🏻 ❤ 🧑🏼	couple with heart: person, person, light skin tone, medium-light skin tone
1334	U+1F9D1 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FD	🧑🏻‍❤️‍🧑🏽	🧑🏻‍❤️‍🧑🏽	🧑🏻 ❤ 🧑🏽	couple with heart: person, person, light skin tone, medium skin tone
1335	U+1F9D1 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FE	🧑🏻‍❤️‍🧑🏾	🧑🏻‍❤️‍🧑🏾	🧑🏻 ❤ 🧑🏾	couple with heart: person, person, light skin tone, medium-dark skin tone
1336	U+1F9D1 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FF	🧑🏻‍❤️‍🧑🏿	🧑🏻‍❤️‍🧑🏿	🧑🏻 ❤ 🧑🏿	couple with heart: person, person, light skin tone, dark skin tone
1337	U+1F9D1 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FB	🧑🏼‍❤️‍🧑🏻	🧑🏼‍❤️‍🧑🏻	🧑🏼 ❤ 🧑🏻	couple with heart: person, person, medium-light skin tone, light skin tone
1338	U+1F9D1 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FD	🧑🏼‍❤️‍🧑🏽	🧑🏼‍❤️‍🧑🏽	🧑🏼 ❤ 🧑🏽	couple with heart: person, person, medium-light skin tone, medium skin tone
1339	U+1F9D1 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FE	🧑🏼‍❤️‍🧑🏾	🧑🏼‍❤️‍🧑🏾	🧑🏼 ❤ 🧑🏾	couple with heart: person, person, medium-light skin tone, medium-dark skin tone
1340	U+1F9D1 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FF	🧑🏼‍❤️‍🧑🏿	🧑🏼‍❤️‍🧑🏿	🧑🏼 ❤ 🧑🏿	couple with heart: person, person, medium-light skin tone, dark skin tone
1341	U+1F9D1 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FB	🧑🏽‍❤️‍🧑🏻	🧑🏽‍❤️‍🧑🏻	🧑🏽 ❤ 🧑🏻	couple with heart: person, person, medium skin tone, light skin tone
1342	U+1F9D1 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FC	🧑🏽‍❤️‍🧑🏼	🧑🏽‍❤️‍🧑🏼	🧑🏽 ❤ 🧑🏼	couple with heart: person, person, medium skin tone, medium-light skin tone
1343	U+1F9D1 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FE	🧑🏽‍❤️‍🧑🏾	🧑🏽‍❤️‍🧑🏾	🧑🏽 ❤ 🧑🏾	couple with heart: person, person, medium skin tone, medium-dark skin tone
1344	U+1F9D1 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FF	🧑🏽‍❤️‍🧑🏿	🧑🏽‍❤️‍🧑🏿	🧑🏽 ❤ 🧑🏿	couple with heart: person, person, medium skin tone, dark skin tone
1345	U+1F9D1 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FB	🧑🏾‍❤️‍🧑🏻	🧑🏾‍❤️‍🧑🏻	🧑🏾 ❤ 🧑🏻	couple with heart: person, person, medium-dark skin tone, light skin tone
1346	U+1F9D1 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FC	🧑🏾‍❤️‍🧑🏼	🧑🏾‍❤️‍🧑🏼	🧑🏾 ❤ 🧑🏼	couple with heart: person, person, medium-dark skin tone, medium-light skin tone
1347	U+1F9D1 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FD	🧑🏾‍❤️‍🧑🏽	🧑🏾‍❤️‍🧑🏽	🧑🏾 ❤ 🧑🏽	couple with heart: person, person, medium-dark skin tone, medium skin tone
1348	U+1F9D1 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FF	🧑🏾‍❤️‍🧑🏿	🧑🏾‍❤️‍🧑🏿	🧑🏾 ❤ 🧑🏿	couple with heart: person, person, medium-dark skin tone, dark skin tone
1349	U+1F9D1 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FB	🧑🏿‍❤️‍🧑🏻	🧑🏿‍❤️‍🧑🏻	🧑🏿 ❤ 🧑🏻	couple with heart: person, person, dark skin tone, light skin tone
1350	U+1F9D1 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FC	🧑🏿‍❤️‍🧑🏼	🧑🏿‍❤️‍🧑🏼	🧑🏿 ❤ 🧑🏼	couple with heart: person, person, dark skin tone, medium-light skin tone
1351	U+1F9D1 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FD	🧑🏿‍❤️‍🧑🏽	🧑🏿‍❤️‍🧑🏽	🧑🏿 ❤ 🧑🏽	couple with heart: person, person, dark skin tone, medium skin tone
1352	U+1F9D1 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FE	🧑🏿‍❤️‍🧑🏾	🧑🏿‍❤️‍🧑🏾	🧑🏿 ❤ 🧑🏾	couple with heart: person, person, dark skin tone, medium-dark skin tone
1353	U+1F469 U+200D U+2764 U+FE0F U+200D U+1F468	👩‍❤️‍👨	👩‍❤️‍👨	👩 ❤ 👨	couple with heart: woman, man
1354	U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FB	👩🏻‍❤️‍👨🏻	👩🏻‍❤️‍👨🏻	👩🏻 ❤ 👨🏻	couple with heart: woman, man, light skin tone
1355	U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FC	👩🏻‍❤️‍👨🏼	👩🏻‍❤️‍👨🏼	👩🏻 ❤ 👨🏼	couple with heart: woman, man, light skin tone, medium-light skin tone
1356	U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FD	👩🏻‍❤️‍👨🏽	👩🏻‍❤️‍👨🏽	👩🏻 ❤ 👨🏽	couple with heart: woman, man, light skin tone, medium skin tone
1357	U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FE	👩🏻‍❤️‍👨🏾	👩🏻‍❤️‍👨🏾	👩🏻 ❤ 👨🏾	couple with heart: woman, man, light skin tone, medium-dark skin tone
1358	U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FF	👩🏻‍❤️‍👨🏿	👩🏻‍❤️‍👨🏿	👩🏻 ❤ 👨🏿	couple with heart: woman, man, light skin tone, dark skin tone
1359	U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FB	👩🏼‍❤️‍👨🏻	👩🏼‍❤️‍👨🏻	👩🏼 ❤ 👨🏻	couple with heart: woman, man, medium-light skin tone, light skin tone
1360	U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FC	👩🏼‍❤️‍👨🏼	👩🏼‍❤️‍👨🏼	👩🏼 ❤ 👨🏼	couple with heart: woman, man, medium-light skin tone
1361	U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FD	👩🏼‍❤️‍👨🏽	👩🏼‍❤️‍👨🏽	👩🏼 ❤ 👨🏽	couple with heart: woman, man, medium-light skin tone, medium skin tone
1362	U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FE	👩🏼‍❤️‍👨🏾	👩🏼‍❤️‍👨🏾	👩🏼 ❤ 👨🏾	couple with heart: woman, man, medium-light skin tone, medium-dark skin tone
1363	U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FF	👩🏼‍❤️‍👨🏿	👩🏼‍❤️‍👨🏿	👩🏼 ❤ 👨🏿	couple with heart: woman, man, medium-light skin tone, dark skin tone
1364	U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FB	👩🏽‍❤️‍👨🏻	👩🏽‍❤️‍👨🏻	👩🏽 ❤ 👨🏻	couple with heart: woman, man, medium skin tone, light skin tone
1365	U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FC	👩🏽‍❤️‍👨🏼	👩🏽‍❤️‍👨🏼	👩🏽 ❤ 👨🏼	couple with heart: woman, man, medium skin tone, medium-light skin tone
1366	U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FD	👩🏽‍❤️‍👨🏽	👩🏽‍❤️‍👨🏽	👩🏽 ❤ 👨🏽	couple with heart: woman, man, medium skin tone
1367	U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FE	👩🏽‍❤️‍👨🏾	👩🏽‍❤️‍👨🏾	👩🏽 ❤ 👨🏾	couple with heart: woman, man, medium skin tone, medium-dark skin tone
1368	U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FF	👩🏽‍❤️‍👨🏿	👩🏽‍❤️‍👨🏿	👩🏽 ❤ 👨🏿	couple with heart: woman, man, medium skin tone, dark skin tone
1369	U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FB	👩🏾‍❤️‍👨🏻	👩🏾‍❤️‍👨🏻	👩🏾 ❤ 👨🏻	couple with heart: woman, man, medium-dark skin tone, light skin tone
1370	U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FC	👩🏾‍❤️‍👨🏼	👩🏾‍❤️‍👨🏼	👩🏾 ❤ 👨🏼	couple with heart: woman, man, medium-dark skin tone, medium-light skin tone
1371	U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FD	👩🏾‍❤️‍👨🏽	👩🏾‍❤️‍👨🏽	👩🏾 ❤ 👨🏽	couple with heart: woman, man, medium-dark skin tone, medium skin tone
1372	U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FE	👩🏾‍❤️‍👨🏾	👩🏾‍❤️‍👨🏾	👩🏾 ❤ 👨🏾	couple with heart: woman, man, medium-dark skin tone
1373	U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FF	👩🏾‍❤️‍👨🏿	👩🏾‍❤️‍👨🏿	👩🏾 ❤ 👨🏿	couple with heart: woman, man, medium-dark skin tone, dark skin tone
1374	U+1F469 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FB	👩🏿‍❤️‍👨🏻	👩🏿‍❤️‍👨🏻	👩🏿 ❤ 👨🏻	couple with heart: woman, man, dark skin tone, light skin tone
1375	U+1F469 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FC	👩🏿‍❤️‍👨🏼	👩🏿‍❤️‍👨🏼	👩🏿 ❤ 👨🏼	couple with heart: woman, man, dark skin tone, medium-light skin tone
1376	U+1F469 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FD	👩🏿‍❤️‍👨🏽	👩🏿‍❤️‍👨🏽	👩🏿 ❤ 👨🏽	couple with heart: woman, man, dark skin tone, medium skin tone
1377	U+1F469 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FE	👩🏿‍❤️‍👨🏾	👩🏿‍❤️‍👨🏾	👩🏿 ❤ 👨🏾	couple with heart: woman, man, dark skin tone, medium-dark skin tone
1378	U+1F469 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FF	👩🏿‍❤️‍👨🏿	👩🏿‍❤️‍👨🏿	👩🏿 ❤ 👨🏿	couple with heart: woman, man, dark skin tone
1379	U+1F468 U+200D U+2764 U+FE0F U+200D U+1F468	👨‍❤️‍👨	👨‍❤️‍👨	👨 ❤ 👨	couple with heart: man, man
1380	U+1F468 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FB	👨🏻‍❤️‍👨🏻	👨🏻‍❤️‍👨🏻	👨🏻 ❤ 👨🏻	couple with heart: man, man, light skin tone
1381	U+1F468 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FC	👨🏻‍❤️‍👨🏼	👨🏻‍❤️‍👨🏼	👨🏻 ❤ 👨🏼	couple with heart: man, man, light skin tone, medium-light skin tone
1382	U+1F468 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FD	👨🏻‍❤️‍👨🏽	👨🏻‍❤️‍👨🏽	👨🏻 ❤ 👨🏽	couple with heart: man, man, light skin tone, medium skin tone
1383	U+1F468 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FE	👨🏻‍❤️‍👨🏾	👨🏻‍❤️‍👨🏾	👨🏻 ❤ 👨🏾	couple with heart: man, man, light skin tone, medium-dark skin tone
1384	U+1F468 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FF	👨🏻‍❤️‍👨🏿	👨🏻‍❤️‍👨🏿	👨🏻 ❤ 👨🏿	couple with heart: man, man, light skin tone, dark skin tone
1385	U+1F468 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FB	👨🏼‍❤️‍👨🏻	👨🏼‍❤️‍👨🏻	👨🏼 ❤ 👨🏻	couple with heart: man, man, medium-light skin tone, light skin tone
1386	U+1F468 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FC	👨🏼‍❤️‍👨🏼	👨🏼‍❤️‍👨🏼	👨🏼 ❤ 👨🏼	couple with heart: man, man, medium-light skin tone
1387	U+1F468 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FD	👨🏼‍❤️‍👨🏽	👨🏼‍❤️‍👨🏽	👨🏼 ❤ 👨🏽	couple with heart: man, man, medium-light skin tone, medium skin tone
1388	U+1F468 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FE	👨🏼‍❤️‍👨🏾	👨🏼‍❤️‍👨🏾	👨🏼 ❤ 👨🏾	couple with heart: man, man, medium-light skin tone, medium-dark skin tone
1389	U+1F468 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FF	👨🏼‍❤️‍👨🏿	👨🏼‍❤️‍👨🏿	👨🏼 ❤ 👨🏿	couple with heart: man, man, medium-light skin tone, dark skin tone
1390	U+1F468 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FB	👨🏽‍❤️‍👨🏻	👨🏽‍❤️‍👨🏻	👨🏽 ❤ 👨🏻	couple with heart: man, man, medium skin tone, light skin tone
1391	U+1F468 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FC	👨🏽‍❤️‍👨🏼	👨🏽‍❤️‍👨🏼	👨🏽 ❤ 👨🏼	couple with heart: man, man, medium skin tone, medium-light skin tone
1392	U+1F468 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FD	👨🏽‍❤️‍👨🏽	👨🏽‍❤️‍👨🏽	👨🏽 ❤ 👨🏽	couple with heart: man, man, medium skin tone
1393	U+1F468 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FE	👨🏽‍❤️‍👨🏾	👨🏽‍❤️‍👨🏾	👨🏽 ❤ 👨🏾	couple with heart: man, man, medium skin tone, medium-dark skin tone
1394	U+1F468 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FF	👨🏽‍❤️‍👨🏿	👨🏽‍❤️‍👨🏿	👨🏽 ❤ 👨🏿	couple with heart: man, man, medium skin tone, dark skin tone
1395	U+1F468 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FB	👨🏾‍❤️‍👨🏻	👨🏾‍❤️‍👨🏻	👨🏾 ❤ 👨🏻	couple with heart: man, man, medium-dark skin tone, light skin tone
1396	U+1F468 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FC	👨🏾‍❤️‍👨🏼	👨🏾‍❤️‍👨🏼	👨🏾 ❤ 👨🏼	couple with heart: man, man, medium-dark skin tone, medium-light skin tone
1397	U+1F468 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FD	👨🏾‍❤️‍👨🏽	👨🏾‍❤️‍👨🏽	👨🏾 ❤ 👨🏽	couple with heart: man, man, medium-dark skin tone, medium skin tone
1398	U+1F468 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FE	👨🏾‍❤️‍👨🏾	👨🏾‍❤️‍👨🏾	👨🏾 ❤ 👨🏾	couple with heart: man, man, medium-dark skin tone
1399	U+1F468 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FF	👨🏾‍❤️‍👨🏿	👨🏾‍❤️‍👨🏿	👨🏾 ❤ 👨🏿	couple with heart: man, man, medium-dark skin tone, dark skin tone
1400	U+1F468 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FB	👨🏿‍❤️‍👨🏻	👨🏿‍❤️‍👨🏻	👨🏿 ❤ 👨🏻	couple with heart: man, man, dark skin tone, light skin tone
1401	U+1F468 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FC	👨🏿‍❤️‍👨🏼	👨🏿‍❤️‍👨🏼	👨🏿 ❤ 👨🏼	couple with heart: man, man, dark skin tone, medium-light skin tone
1402	U+1F468 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FD	👨🏿‍❤️‍👨🏽	👨🏿‍❤️‍👨🏽	👨🏿 ❤ 👨🏽	couple with heart: man, man, dark skin tone, medium skin tone
1403	U+1F468 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FE	👨🏿‍❤️‍👨🏾	👨🏿‍❤️‍👨🏾	👨🏿 ❤ 👨🏾	couple with heart: man, man, dark skin tone, medium-dark skin tone
1404	U+1F468 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FF	👨🏿‍❤️‍👨🏿	👨🏿‍❤️‍👨🏿	👨🏿 ❤ 👨🏿	couple with heart: man, man, dark skin tone
1405	U+1F469 U+200D U+2764 U+FE0F U+200D U+1F469	👩‍❤️‍👩	👩‍❤️‍👩	👩 ❤ 👩	couple with heart: woman, woman
1406	U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FB	👩🏻‍❤️‍👩🏻	👩🏻‍❤️‍👩🏻	👩🏻 ❤ 👩🏻	couple with heart: woman, woman, light skin tone
1407	U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FC	👩🏻‍❤️‍👩🏼	👩🏻‍❤️‍👩🏼	👩🏻 ❤ 👩🏼	couple with heart: woman, woman, light skin tone, medium-light skin tone
1408	U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FD	👩🏻‍❤️‍👩🏽	👩🏻‍❤️‍👩🏽	👩🏻 ❤ 👩🏽	couple with heart: woman, woman, light skin tone, medium skin tone
1409	U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FE	👩🏻‍❤️‍👩🏾	👩🏻‍❤️‍👩🏾	👩🏻 ❤ 👩🏾	couple with heart: woman, woman, light skin tone, medium-dark skin tone
1410	U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FF	👩🏻‍❤️‍👩🏿	👩🏻‍❤️‍👩🏿	👩🏻 ❤ 👩🏿	couple with heart: woman, woman, light skin tone, dark skin tone
1411	U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FB	👩🏼‍❤️‍👩🏻	👩🏼‍❤️‍👩🏻	👩🏼 ❤ 👩🏻	couple with heart: woman, woman, medium-light skin tone, light skin tone
1412	U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FC	👩🏼‍❤️‍👩🏼	👩🏼‍❤️‍👩🏼	👩🏼 ❤ 👩🏼	couple with heart: woman, woman, medium-light skin tone
1413	U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FD	👩🏼‍❤️‍👩🏽	👩🏼‍❤️‍👩🏽	👩🏼 ❤ 👩🏽	couple with heart: woman, woman, medium-light skin tone, medium skin tone
1414	U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FE	👩🏼‍❤️‍👩🏾	👩🏼‍❤️‍👩🏾	👩🏼 ❤ 👩🏾	couple with heart: woman, woman, medium-light skin tone, medium-dark skin tone
1415	U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FF	👩🏼‍❤️‍👩🏿	👩🏼‍❤️‍👩🏿	👩🏼 ❤ 👩🏿	couple with heart: woman, woman, medium-light skin tone, dark skin tone
1416	U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FB	👩🏽‍❤️‍👩🏻	👩🏽‍❤️‍👩🏻	👩🏽 ❤ 👩🏻	couple with heart: woman, woman, medium skin tone, light skin tone
1417	U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FC	👩🏽‍❤️‍👩🏼	👩🏽‍❤️‍👩🏼	👩🏽 ❤ 👩🏼	couple with heart: woman, woman, medium skin tone, medium-light skin tone
1418	U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FD	👩🏽‍❤️‍👩🏽	👩🏽‍❤️‍👩🏽	👩🏽 ❤ 👩🏽	couple with heart: woman, woman, medium skin tone
1419	U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FE	👩🏽‍❤️‍👩🏾	👩🏽‍❤️‍👩🏾	👩🏽 ❤ 👩🏾	couple with heart: woman, woman, medium skin tone, medium-dark skin tone
1420	U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FF	👩🏽‍❤️‍👩🏿	👩🏽‍❤️‍👩🏿	👩🏽 ❤ 👩🏿	couple with heart: woman, woman, medium skin tone, dark skin tone
